track,consequent_name,antecedents,support,support_count,confidence,lift,baseline_prevalence,leverage,conviction
diagnosis,diagnosis=acute gastroenteritis,"snowfall_sum_mean_13d_low, surface_pressure_max_day1_low",0.050793650793650794,16,0.3404255319148936,1.7872340425531916,0.19047619047619047,0.022373393801965232,1.2273425499231951
diagnosis,diagnosis=acute gastroenteritis,"precipitation_hours_peak_7d_high, precipitation_sum_mean_7d_high",0.05714285714285714,18,0.33962264150943394,1.7830188679245282,0.19047619047619047,0.02509448223733938,1.2258503401360543
diagnosis,diagnosis=acute pancreatitis,"daylight_duration_day1_high, precipitation_hours_peak_7d_low, precipitation_sum_mean_7d_low",0.050793650793650794,16,0.6956521739130435,1.7671809256661992,0.39365079365079364,0.022050894431846813,1.9922902494331067
diagnosis,diagnosis=parvovirus enteritis,eda3_season__autumn,0.06666666666666667,21,0.22826086956521738,1.7537115588547187,0.13015873015873017,0.02865205341395817,1.1271182651464342
diagnosis,diagnosis=acute gastroenteritis,"precipitation_hours_mean_2d_high, snowfall_sum_mean_13d_low",0.05396825396825397,17,0.3333333333333333,1.75,0.19047619047619047,0.023129251700680274,1.2142857142857142
diagnosis,diagnosis=parvovirus enteritis,"eda3_season__autumn, snowfall_sum_mean_13d_low",0.06031746031746032,19,0.2261904761904762,1.7378048780487805,0.13015873015873017,0.025608465608465608,1.1241025641025642
diagnosis,diagnosis=acute pancreatitis,"daylight_duration_day1_high, precipitation_sum_mean_7d_low",0.05396825396825397,17,0.68,1.7274193548387098,0.39365079365079364,0.022726127488032256,1.8948412698412704
diagnosis,diagnosis=acute pancreatitis,"daylight_duration_day1_high, precipitation_sum_mean_7d_low, snowfall_sum_mean_13d_low",0.05396825396825397,17,0.68,1.7274193548387098,0.39365079365079364,0.022726127488032256,1.8948412698412704
diagnosis,diagnosis=acute flare-up of triaditis/chronic enteropathy,"precipitation_hours_day1_low, precipitation_hours_mean_2d_low, wind_gusts_10m_max_mean_7d_low",0.050793650793650794,16,0.48484848484848486,1.696969696969697,0.2857142857142857,0.020861678004535148,1.3865546218487395
diagnosis,diagnosis=acute flare-up of triaditis/chronic enteropathy,"precipitation_hours_mean_2d_low, precipitation_sum_day1_low, wind_gusts_10m_max_mean_7d_low",0.050793650793650794,16,0.48484848484848486,1.696969696969697,0.2857142857142857,0.020861678004535148,1.3865546218487395
